taxon	worms_id	worms_scientific_name	worms_is_terrestrial	worms_is_freshwater	worms_is_brackish	worms_is_marine	worms_lsid	worms_url
Patella chapmanis Tenison-Woods, 1876	767217	Patella chapmani				True	urn:lsid:marinespecies.org:taxname:767217	http://www.marinespecies.org/aphia.php?p=taxdetails&id=767217
Acmaea variabilis (Pilsbry, 1891)	512027	Acmaea variabilis	False	False	False	True	urn:lsid:marinespecies.org:taxname:512027	http://www.marinespecies.org/aphia.php?p=taxdetails&id=512027
Thais wahlbergi Krauss, 1848	225327	Thais wahlbergi				True	urn:lsid:marinespecies.org:taxname:225327	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225327
Conus olssoni Maury, 1917	843132	Conus olssoni				True	urn:lsid:marinespecies.org:taxname:843132	http://www.marinespecies.org/aphia.php?p=taxdetails&id=843132
Actaeodes tomentosus (H. Milne Edwards, 1834)	209053	Actaeodes tomentosus				True	urn:lsid:marinespecies.org:taxname:209053	http://www.marinespecies.org/aphia.php?p=taxdetails&id=209053
Erichthonius sp.	183504	Erichthonius					urn:lsid:marinespecies.org:taxname:183504	http://www.marinespecies.org/aphia.php?p=taxdetails&id=183504
Halophytophilus lopheliae Gheerardyn, Seifried & Vanreusel, 2008	367036	Halophytophilus lopheliae	False	False	False	True	urn:lsid:marinespecies.org:taxname:367036	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367036
Amphipoda sp.1246	1135	Amphipoda	True	True	True	True	urn:lsid:marinespecies.org:taxname:1135	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1135
Squillidae Latreille, 1802	136093	Squillidae				True	urn:lsid:marinespecies.org:taxname:136093	http://www.marinespecies.org/aphia.php?p=taxdetails&id=136093
Alcithoe arabica (Gmelin, 1791)	385225	Alcithoe arabica				True	urn:lsid:marinespecies.org:taxname:385225	http://www.marinespecies.org/aphia.php?p=taxdetails&id=385225
Cocculina leptoglypta Dautzenberg & Fischer, 1897	139189	Cocculina leptoglypta				True	urn:lsid:marinespecies.org:taxname:139189	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139189
Eirene menoni Kramp, 1953	284587	Eirene menoni	False			True	urn:lsid:marinespecies.org:taxname:284587	http://www.marinespecies.org/aphia.php?p=taxdetails&id=284587
Murex sobrinus A.Adams, 1863	404823	Murex sobrinus				True	urn:lsid:marinespecies.org:taxname:404823	http://www.marinespecies.org/aphia.php?p=taxdetails&id=404823
Mitra ebenus Lamarck, 1811	749264	Mitra ebenus				True	urn:lsid:marinespecies.org:taxname:749264	http://www.marinespecies.org/aphia.php?p=taxdetails&id=749264
Gari helenae Olsson, 1961	507179	Gari helenae				True	urn:lsid:marinespecies.org:taxname:507179	http://www.marinespecies.org/aphia.php?p=taxdetails&id=507179
Brechites penis (Linnaeus, 1758)	445540	Brechites penis	False	False	False	True	urn:lsid:marinespecies.org:taxname:445540	http://www.marinespecies.org/aphia.php?p=taxdetails&id=445540
Rissa tridactyla pollicaris Ridgway, 1884	567461	Rissa tridactyla pollicaris				True	urn:lsid:marinespecies.org:taxname:567461	http://www.marinespecies.org/aphia.php?p=taxdetails&id=567461
Tomopleura vertebrata (E. A. Smith, 1875)	435069	Tomopleura vertebrata				True	urn:lsid:marinespecies.org:taxname:435069	http://www.marinespecies.org/aphia.php?p=taxdetails&id=435069
Cellepora pumicosa (Pallas, 1766)	111268	Cellepora pumicosa	False	False	False	True	urn:lsid:marinespecies.org:taxname:111268	http://www.marinespecies.org/aphia.php?p=taxdetails&id=111268
Leucozonia sp.	206786	Leucozonia				True	urn:lsid:marinespecies.org:taxname:206786	http://www.marinespecies.org/aphia.php?p=taxdetails&id=206786
Mactra inconstans von Cosel, 1995	225403	Mactra inconstans				True	urn:lsid:marinespecies.org:taxname:225403	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225403
Loureirophonte laingensis Fiers, 1992	353197	Loureirophonte laingensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:353197	http://www.marinespecies.org/aphia.php?p=taxdetails&id=353197
Pinnotheres ostreus Say, 1817	454728	Pinnotheres ostreus					urn:lsid:marinespecies.org:taxname:454728	http://www.marinespecies.org/aphia.php?p=taxdetails&id=454728
Natica limbata d'Orbigny, 1837	533161	Natica limbata				True	urn:lsid:marinespecies.org:taxname:533161	http://www.marinespecies.org/aphia.php?p=taxdetails&id=533161
Hyale camptonyx (Heller, 1866)	102318	Hyale camptonyx	False	False	False	True	urn:lsid:marinespecies.org:taxname:102318	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102318
Polinices uber (Valenciennes, 1832)	570139	Polinices uber				True	urn:lsid:marinespecies.org:taxname:570139	http://www.marinespecies.org/aphia.php?p=taxdetails&id=570139
Ventricolaria toreuma Singer & Mienis, 1995	544260	Ventricolaria toreuma				True	urn:lsid:marinespecies.org:taxname:544260	http://www.marinespecies.org/aphia.php?p=taxdetails&id=544260
Siriella vulgaris Hansen, 1910	161471	Siriella vulgaris	False	False		True	urn:lsid:marinespecies.org:taxname:161471	http://www.marinespecies.org/aphia.php?p=taxdetails&id=161471
Haliotis tuberculata lamellosa Lamarck, 1822	463089	Haliotis tuberculata lamellosa				True	urn:lsid:marinespecies.org:taxname:463089	http://www.marinespecies.org/aphia.php?p=taxdetails&id=463089
Laophonte setosa Boeck, 1864	116276	Laophonte setosa	False	False	False	True	urn:lsid:marinespecies.org:taxname:116276	http://www.marinespecies.org/aphia.php?p=taxdetails&id=116276
Clavatula sacerdos (Reeve, 1845)	433266	Clavatula sacerdos				True	urn:lsid:marinespecies.org:taxname:433266	http://www.marinespecies.org/aphia.php?p=taxdetails&id=433266
Paradoxostoma sp.1	127662	Paradoxostoma	False			True	urn:lsid:marinespecies.org:taxname:127662	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127662
Patella flammea Gmelin, 1791	1316414	Patella flammea	False	False	False	True	urn:lsid:marinespecies.org:taxname:1316414	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1316414
Amphitoe sp.	101667	Amphitoe				True	urn:lsid:marinespecies.org:taxname:101667	http://www.marinespecies.org/aphia.php?p=taxdetails&id=101667
Siphonalia signum Reeve, 1846	491363	Siphonalia signum				True	urn:lsid:marinespecies.org:taxname:491363	http://www.marinespecies.org/aphia.php?p=taxdetails&id=491363
Ophiothrix angulata (Say, 1825)	158503	Ophiothrix angulata	False	False	False	True	urn:lsid:marinespecies.org:taxname:158503	http://www.marinespecies.org/aphia.php?p=taxdetails&id=158503
Dermomurex obeliscus (A. Adams, 1853)	406299	Dermomurex obeliscus				True	urn:lsid:marinespecies.org:taxname:406299	http://www.marinespecies.org/aphia.php?p=taxdetails&id=406299
Siriella inornata Hansen, 1910	161466	Siriella inornata	False	False		True	urn:lsid:marinespecies.org:taxname:161466	http://www.marinespecies.org/aphia.php?p=taxdetails&id=161466
Branchiocerianthus imperator (Allman, 1885)	284470	Branchiocerianthus imperator	False			True	urn:lsid:marinespecies.org:taxname:284470	http://www.marinespecies.org/aphia.php?p=taxdetails&id=284470
Xenostrobus securis (Lamarck, 1819)	140485	Xenostrobus securis				True	urn:lsid:marinespecies.org:taxname:140485	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140485
Trivia neglecta (Schilder, 1930)	555510	Trivia neglecta				True	urn:lsid:marinespecies.org:taxname:555510	http://www.marinespecies.org/aphia.php?p=taxdetails&id=555510
Epimeria annabellae Coleman, 1994	237159	Epimeria annabellae	False	False	False	True	urn:lsid:marinespecies.org:taxname:237159	http://www.marinespecies.org/aphia.php?p=taxdetails&id=237159
Aegina longicornis (Kroyer, 1843)	503292	Aegina longicornis	False	False	False	True	urn:lsid:marinespecies.org:taxname:503292	http://www.marinespecies.org/aphia.php?p=taxdetails&id=503292
Ophidiaster hemprichi Mueller & Troschel, 1842	212303	Ophidiaster hemprichi	False	False	False	True	urn:lsid:marinespecies.org:taxname:212303	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212303
Typhis grandis A. Adams, 1855	407733	Typhis grandis				True	urn:lsid:marinespecies.org:taxname:407733	http://www.marinespecies.org/aphia.php?p=taxdetails&id=407733
Zafra semiclatriata Sleurs, 1987	511633	Zafra semiclatriata				True	urn:lsid:marinespecies.org:taxname:511633	http://www.marinespecies.org/aphia.php?p=taxdetails&id=511633
Thysanoessa raschii  (Sars, 1864)	110711	Thysanoessa raschii				True	urn:lsid:marinespecies.org:taxname:110711	http://www.marinespecies.org/aphia.php?p=taxdetails&id=110711
Bathyporeia elegans Watkins, 1938	103058	Bathyporeia elegans				True	urn:lsid:marinespecies.org:taxname:103058	http://www.marinespecies.org/aphia.php?p=taxdetails&id=103058
Moina rectirostris Leydig 1860	412856	Moina rectirostris	False	True	True	False	urn:lsid:marinespecies.org:taxname:412856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=412856
Patinopecten yessoensis (Jay, 1856)	820198	Patinopecten yessoensis				True	urn:lsid:marinespecies.org:taxname:820198	http://www.marinespecies.org/aphia.php?p=taxdetails&id=820198
Cuspidaria elephantina Lan, 2000	505136	Cuspidaria elephantina				True	urn:lsid:marinespecies.org:taxname:505136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=505136
Murex osseus L.A. Reeve, 1845	404670	Murex osseus				True	urn:lsid:marinespecies.org:taxname:404670	http://www.marinespecies.org/aphia.php?p=taxdetails&id=404670
Alpheus paracrinitus Miers, 1881	210522	Alpheus paracrinitus	False	False		True	urn:lsid:marinespecies.org:taxname:210522	http://www.marinespecies.org/aphia.php?p=taxdetails&id=210522
Melanopsis dufourii Ferussac, 1822	1035704	Melanopsis dufourii	False		True	False	urn:lsid:marinespecies.org:taxname:1035704	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1035704
Ocenebra chavesi Houart, 1996	140404	Ocenebra chavesi				True	urn:lsid:marinespecies.org:taxname:140404	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140404
Nassarius nitidus (Jeffreys, 1867)	140509	Nassarius nitidus				True	urn:lsid:marinespecies.org:taxname:140509	http://www.marinespecies.org/aphia.php?p=taxdetails&id=140509
Lima exilis Wood, 1839	540215	Lima exilis				True	urn:lsid:marinespecies.org:taxname:540215	http://www.marinespecies.org/aphia.php?p=taxdetails&id=540215
Kirchenpaueria echinulata (Lamarck, 1816)	117672	Kirchenpaueria echinulata				True	urn:lsid:marinespecies.org:taxname:117672	http://www.marinespecies.org/aphia.php?p=taxdetails&id=117672
Trichechus inunguis (Natterer, 1883)	255026	Trichechus inunguis	False	True	True	False	urn:lsid:marinespecies.org:taxname:255026	http://www.marinespecies.org/aphia.php?p=taxdetails&id=255026
Assiminea cf. taiwanensis (Habe, 1942)	137681	Assiminea	True	True	True	True	urn:lsid:marinespecies.org:taxname:137681	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137681
Squilla panamensis Bigelow, 1891	409355	Squilla panamensis	False	False	False	True	urn:lsid:marinespecies.org:taxname:409355	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409355
Anchialina agilis (Sars, 1877)	119950	Anchialina agilis	False	False		True	urn:lsid:marinespecies.org:taxname:119950	http://www.marinespecies.org/aphia.php?p=taxdetails&id=119950
Chlamys varius Linnaeus, 1758	225199	Chlamys varius	False	False		True	urn:lsid:marinespecies.org:taxname:225199	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225199
Glyphostoma aliciae (Melvill & Standen, 1895)	433893	Glyphostoma aliciae				True	urn:lsid:marinespecies.org:taxname:433893	http://www.marinespecies.org/aphia.php?p=taxdetails&id=433893
Scalaria turtonae Locard, 1892	525306	Scalaria turtonae				True	urn:lsid:marinespecies.org:taxname:525306	http://www.marinespecies.org/aphia.php?p=taxdetails&id=525306
Pedipes pedipes (Bruguiere, 1789)	224368	Pedipes pedipes				True	urn:lsid:marinespecies.org:taxname:224368	http://www.marinespecies.org/aphia.php?p=taxdetails&id=224368
Gammarus marinus Leach, 1815	102283	Gammarus marinus				True	urn:lsid:marinespecies.org:taxname:102283	http://www.marinespecies.org/aphia.php?p=taxdetails&id=102283
Cypraea miliaris Gmelin, 1791	216805	Cypraea miliaris	False	False	False	True	urn:lsid:marinespecies.org:taxname:216805	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216805
Patella argenvillei Krauss, 1848	599735	Patella argenvillei				True	urn:lsid:marinespecies.org:taxname:599735	http://www.marinespecies.org/aphia.php?p=taxdetails&id=599735
Tenedocythere deltoides (Brady, 1890)	463322	Tenedocythere deltoides	False	False		True	urn:lsid:marinespecies.org:taxname:463322	http://www.marinespecies.org/aphia.php?p=taxdetails&id=463322
Raja fyllae (Lütken, 1887)	183386	Raja fyllae		False	False	True	urn:lsid:marinespecies.org:taxname:183386	http://www.marinespecies.org/aphia.php?p=taxdetails&id=183386
Byblis gaimardii (Krøyer, 1846)	416573	Byblis gaimardii	False	False	False	True	urn:lsid:marinespecies.org:taxname:416573	http://www.marinespecies.org/aphia.php?p=taxdetails&id=416573
Eucytherura sp.	127611	Eucytherura	False	False	False	True	urn:lsid:marinespecies.org:taxname:127611	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127611
Lambrus angulifrons	246324	Lambrus angulifrons				True	urn:lsid:marinespecies.org:taxname:246324	http://www.marinespecies.org/aphia.php?p=taxdetails&id=246324
Fusus verrucosus (Gmelin, 1791)	465543	Fusus verrucosus				True	urn:lsid:marinespecies.org:taxname:465543	http://www.marinespecies.org/aphia.php?p=taxdetails&id=465543
Fromia milleporella (Lamarck, 1816)	213299	Fromia milleporella	False	False	False	True	urn:lsid:marinespecies.org:taxname:213299	http://www.marinespecies.org/aphia.php?p=taxdetails&id=213299
Cellana enneagona Reeve, 1854	853759	Cellana enneagona				True	urn:lsid:marinespecies.org:taxname:853759	http://www.marinespecies.org/aphia.php?p=taxdetails&id=853759
Littorina brevicula (Philippi, 1844)	367853	Littorina brevicula				True	urn:lsid:marinespecies.org:taxname:367853	http://www.marinespecies.org/aphia.php?p=taxdetails&id=367853
Tectarius granosus (Philippi, 1846)	225172	Tectarius granosus				True	urn:lsid:marinespecies.org:taxname:225172	http://www.marinespecies.org/aphia.php?p=taxdetails&id=225172
Latirus smaragdulus (Linnaeus, 1758)	765123	Latirus smaragdulus				True	urn:lsid:marinespecies.org:taxname:765123	http://www.marinespecies.org/aphia.php?p=taxdetails&id=765123
Latropiscis purpurissatus (Richardson, 1843)	318742	Latropiscis purpurissatus		False	False	True	urn:lsid:marinespecies.org:taxname:318742	http://www.marinespecies.org/aphia.php?p=taxdetails&id=318742
Scala papyracea Boury	524940	Scala papyracea				True	urn:lsid:marinespecies.org:taxname:524940	http://www.marinespecies.org/aphia.php?p=taxdetails&id=524940
Fusus bocagei P. Fischer, 1882	449704	Fusus bocagei				True	urn:lsid:marinespecies.org:taxname:449704	http://www.marinespecies.org/aphia.php?p=taxdetails&id=449704
Ranella pygmaea Lamarck	561194	Ranella pygmaea				True	urn:lsid:marinespecies.org:taxname:561194	http://www.marinespecies.org/aphia.php?p=taxdetails&id=561194
Acmaea semicornea Preston, 1908	567127	Acmaea semicornea				True	urn:lsid:marinespecies.org:taxname:567127	http://www.marinespecies.org/aphia.php?p=taxdetails&id=567127
Argilloecia sp.	127686	Argilloecia	False	False		True	urn:lsid:marinespecies.org:taxname:127686	http://www.marinespecies.org/aphia.php?p=taxdetails&id=127686
Turbo reevei Philippi, 1847	216381	Turbo reevei				True	urn:lsid:marinespecies.org:taxname:216381	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216381
Alcithoe swainsoni Marwick, 1926	1052426	Alcithoe swainsoni				True	urn:lsid:marinespecies.org:taxname:1052426	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1052426
Fusinus leptorhynchus (Tapparone Canefri, 1875)	448366	Fusinus leptorhynchus				True	urn:lsid:marinespecies.org:taxname:448366	http://www.marinespecies.org/aphia.php?p=taxdetails&id=448366
Neritina godeffroyana (Mousson, 1869)	873810	Neritina godeffroyana	False	True		False	urn:lsid:marinespecies.org:taxname:873810	http://www.marinespecies.org/aphia.php?p=taxdetails&id=873810
Anapagurus congolensis Garcia-Gomez, 1992	366136	Anapagurus congolensis				True	urn:lsid:marinespecies.org:taxname:366136	http://www.marinespecies.org/aphia.php?p=taxdetails&id=366136
Haliotis rugosoplicata Chemnitz, 1788	445381	Haliotis rugosoplicata				True	urn:lsid:marinespecies.org:taxname:445381	http://www.marinespecies.org/aphia.php?p=taxdetails&id=445381
Columbarium pagoda (Lesson, 1831)	463599	Columbarium pagoda				True	urn:lsid:marinespecies.org:taxname:463599	http://www.marinespecies.org/aphia.php?p=taxdetails&id=463599
Fasciolaria lignaria (Linnaeus, 1758)	139921	Fasciolaria lignaria				True	urn:lsid:marinespecies.org:taxname:139921	http://www.marinespecies.org/aphia.php?p=taxdetails&id=139921
Natica marochiensis (Gmelin, 1791)	208000	Natica marochiensis				True	urn:lsid:marinespecies.org:taxname:208000	http://www.marinespecies.org/aphia.php?p=taxdetails&id=208000
Phialucium mbenga (Agassiz & Mayer, 1899)	287935	Phialucium mbenga	False	False	False	True	urn:lsid:marinespecies.org:taxname:287935	http://www.marinespecies.org/aphia.php?p=taxdetails&id=287935
Limea crassa (Forbes, 1844)	156214	Limea crassa				True	urn:lsid:marinespecies.org:taxname:156214	http://www.marinespecies.org/aphia.php?p=taxdetails&id=156214
Festilyria africana (Reeve, 1856)	582096	Festilyria africana				True	urn:lsid:marinespecies.org:taxname:582096	http://www.marinespecies.org/aphia.php?p=taxdetails&id=582096
Squilla scorpio Latreille, 1828	409856	Squilla scorpio	False	False	False	True	urn:lsid:marinespecies.org:taxname:409856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409856
Leucosia purarensis  Ovaere, 1987	453708	Leucosia purarensis					urn:lsid:marinespecies.org:taxname:453708	http://www.marinespecies.org/aphia.php?p=taxdetails&id=453708
Diodora saturnalis (Carpenter, 1864)	575114	Diodora saturnalis				True	urn:lsid:marinespecies.org:taxname:575114	http://www.marinespecies.org/aphia.php?p=taxdetails&id=575114
Parametopa kervillei Chevreux, 1901	103145	Parametopa kervillei	False	False	False	True	urn:lsid:marinespecies.org:taxname:103145	http://www.marinespecies.org/aphia.php?p=taxdetails&id=103145
Acanthochitona angelica Dall, 1919	386465	Acanthochitona angelica				True	urn:lsid:marinespecies.org:taxname:386465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=386465
Nerita albicilla Linnaeus, 1758	216254	Nerita albicilla				True	urn:lsid:marinespecies.org:taxname:216254	http://www.marinespecies.org/aphia.php?p=taxdetails&id=216254
Engina concinna (Reeve, 1846)	490944	Engina concinna	False	False		True	urn:lsid:marinespecies.org:taxname:490944	http://www.marinespecies.org/aphia.php?p=taxdetails&id=490944
Gerlachea australis Dollo, 1900	234808	Gerlachea australis	False	False	False	True	urn:lsid:marinespecies.org:taxname:234808	http://www.marinespecies.org/aphia.php?p=taxdetails&id=234808
Haliotis canaliculata Lamarck, 1822	445431	Haliotis canaliculata				True	urn:lsid:marinespecies.org:taxname:445431	http://www.marinespecies.org/aphia.php?p=taxdetails&id=445431
Amphipoda sp.1244	1135	Amphipoda	True	True	True	True	urn:lsid:marinespecies.org:taxname:1135	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1135
Panurus biarmicus (Linnaeus, 1758)	1037323	Panurus biarmicus	True	True		False	urn:lsid:marinespecies.org:taxname:1037323	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1037323
Patella lusitanica Gmelin, 1791	577941	Patella lusitanica				True	urn:lsid:marinespecies.org:taxname:577941	http://www.marinespecies.org/aphia.php?p=taxdetails&id=577941
Charadrius obscurus Gmelin, 1789	366852	Charadrius obscurus				True	urn:lsid:marinespecies.org:taxname:366852	http://www.marinespecies.org/aphia.php?p=taxdetails&id=366852
Sertularia rathbuni Nutting, 1904	292398	Sertularia rathbuni	False	False		True	urn:lsid:marinespecies.org:taxname:292398	http://www.marinespecies.org/aphia.php?p=taxdetails&id=292398
Bolinus sp.	138189	Bolinus				True	urn:lsid:marinespecies.org:taxname:138189	http://www.marinespecies.org/aphia.php?p=taxdetails&id=138189
